fare_id,line_id,origin_station_id,destination_station_id,ticket_type_id,currency,fare_amount,source_file
MRT_PINK_adult_PK30_PK13,MRT_PINK,PK30,PK13,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK13,MRT_PINK,PK01,PK13,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK13,MRT_PINK,PK30,PK13,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK14,MRT_PINK,PK01,PK14,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK14,MRT_PINK,PK30,PK14,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK14,MRT_PINK,PK01,PK14,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK14,MRT_PINK,PK30,PK14,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK15,MRT_PINK,PK01,PK15,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK15,MRT_PINK,PK30,PK15,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK15,MRT_PINK,PK01,PK15,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK15,MRT_PINK,PK30,PK15,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK16,MRT_PINK,PK01,PK16,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK16,MRT_PINK,PK30,PK16,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK16,MRT_PINK,PK01,PK16,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK16,MRT_PINK,PK30,PK16,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK17,MRT_PINK,PK01,PK17,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK17,MRT_PINK,PK30,PK17,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK17,MRT_PINK,PK01,PK17,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK17,MRT_PINK,PK30,PK17,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK18,MRT_PINK,PK01,PK18,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK18,MRT_PINK,PK30,PK18,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK18,MRT_PINK,PK01,PK18,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK18,MRT_PINK,PK30,PK18,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK19,MRT_PINK,PK01,PK19,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK19,MRT_PINK,PK30,PK19,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK19,MRT_PINK,PK01,PK19,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK19,MRT_PINK,PK30,PK19,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK20,MRT_PINK,PK01,PK20,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK20,MRT_PINK,PK30,PK20,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK20,MRT_PINK,PK01,PK20,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK20,MRT_PINK,PK30,PK20,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK21,MRT_PINK,PK01,PK21,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK21,MRT_PINK,PK30,PK21,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK21,MRT_PINK,PK01,PK21,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK21,MRT_PINK,PK30,PK21,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK22,MRT_PINK,PK01,PK22,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK22,MRT_PINK,PK30,PK22,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK22,MRT_PINK,PK01,PK22,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK22,MRT_PINK,PK30,PK22,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK23,MRT_PINK,PK01,PK23,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK23,MRT_PINK,PK30,PK23,adult,THB,42.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK23,MRT_PINK,PK01,PK23,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK23,MRT_PINK,PK30,PK23,senior,THB,21.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK24,MRT_PINK,PK01,PK24,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK24,MRT_PINK,PK30,PK24,adult,THB,39.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK24,MRT_PINK,PK01,PK24,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK24,MRT_PINK,PK30,PK24,senior,THB,20.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK25,MRT_PINK,PK01,PK25,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK25,MRT_PINK,PK30,PK25,adult,THB,35.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK25,MRT_PINK,PK01,PK25,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK25,MRT_PINK,PK30,PK25,senior,THB,18.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK26,MRT_PINK,PK01,PK26,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK26,MRT_PINK,PK30,PK26,adult,THB,30.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK26,MRT_PINK,PK01,PK26,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK26,MRT_PINK,PK30,PK26,senior,THB,15.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK27,MRT_PINK,PK01,PK27,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK27,MRT_PINK,PK30,PK27,adult,THB,25.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK27,MRT_PINK,PK01,PK27,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK27,MRT_PINK,PK30,PK27,senior,THB,13.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK28,MRT_PINK,PK01,PK28,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK28,MRT_PINK,PK30,PK28,adult,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK28,MRT_PINK,PK01,PK28,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK28,MRT_PINK,PK30,PK28,senior,THB,12.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK29,MRT_PINK,PK01,PK29,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK29,MRT_PINK,PK30,PK29,adult,THB,18.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK29,MRT_PINK,PK01,PK29,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK29,MRT_PINK,PK30,PK29,senior,THB,9.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK01_PK30,MRT_PINK,PK01,PK30,adult,THB,45.0,gemini-code-1781773096961.md
MRT_PINK_adult_PK30_PK30,MRT_PINK,PK30,PK30,adult,THB,15.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK01_PK30,MRT_PINK,PK01,PK30,senior,THB,23.0,gemini-code-1781773096961.md
MRT_PINK_senior_PK30_PK30,MRT_PINK,PK30,PK30,senior,THB,8.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL01,MRT_YELLOW,YL01,YL01,adult,THB,15.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL01,MRT_YELLOW,YL23,YL01,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL01,MRT_YELLOW,YL01,YL01,senior,THB,8.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL01,MRT_YELLOW,YL23,YL01,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL02,MRT_YELLOW,YL01,YL02,adult,THB,19.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL02,MRT_YELLOW,YL23,YL02,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL02,MRT_YELLOW,YL01,YL02,senior,THB,10.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL02,MRT_YELLOW,YL23,YL02,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL03,MRT_YELLOW,YL01,YL03,adult,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL03,MRT_YELLOW,YL23,YL03,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL03,MRT_YELLOW,YL01,YL03,senior,THB,12.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL03,MRT_YELLOW,YL23,YL03,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL04,MRT_YELLOW,YL01,YL04,adult,THB,27.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL04,MRT_YELLOW,YL23,YL04,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL04,MRT_YELLOW,YL01,YL04,senior,THB,14.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL04,MRT_YELLOW,YL23,YL04,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL05,MRT_YELLOW,YL01,YL05,adult,THB,30.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL05,MRT_YELLOW,YL23,YL05,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL05,MRT_YELLOW,YL01,YL05,senior,THB,15.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL05,MRT_YELLOW,YL23,YL05,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL06,MRT_YELLOW,YL01,YL06,adult,THB,33.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL06,MRT_YELLOW,YL23,YL06,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL06,MRT_YELLOW,YL01,YL06,senior,THB,17.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL06,MRT_YELLOW,YL23,YL06,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL07,MRT_YELLOW,YL01,YL07,adult,THB,34.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL07,MRT_YELLOW,YL23,YL07,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL07,MRT_YELLOW,YL01,YL07,senior,THB,18.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL07,MRT_YELLOW,YL23,YL07,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL08,MRT_YELLOW,YL01,YL08,adult,THB,38.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL08,MRT_YELLOW,YL23,YL08,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL08,MRT_YELLOW,YL01,YL08,senior,THB,20.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL08,MRT_YELLOW,YL23,YL08,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL09,MRT_YELLOW,YL01,YL09,adult,THB,41.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL09,MRT_YELLOW,YL23,YL09,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL09,MRT_YELLOW,YL01,YL09,senior,THB,21.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL09,MRT_YELLOW,YL23,YL09,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL10,MRT_YELLOW,YL01,YL10,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL10,MRT_YELLOW,YL23,YL10,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL10,MRT_YELLOW,YL01,YL10,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL10,MRT_YELLOW,YL23,YL10,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL11,MRT_YELLOW,YL01,YL11,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL11,MRT_YELLOW,YL23,YL11,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL11,MRT_YELLOW,YL01,YL11,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL11,MRT_YELLOW,YL23,YL11,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL12,MRT_YELLOW,YL01,YL12,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL12,MRT_YELLOW,YL23,YL12,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL12,MRT_YELLOW,YL01,YL12,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL12,MRT_YELLOW,YL23,YL12,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL13,MRT_YELLOW,YL01,YL13,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL13,MRT_YELLOW,YL23,YL13,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL13,MRT_YELLOW,YL01,YL13,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL13,MRT_YELLOW,YL23,YL13,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL14,MRT_YELLOW,YL01,YL14,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL14,MRT_YELLOW,YL23,YL14,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL14,MRT_YELLOW,YL01,YL14,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL14,MRT_YELLOW,YL23,YL14,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL15,MRT_YELLOW,YL01,YL15,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL15,MRT_YELLOW,YL23,YL15,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL15,MRT_YELLOW,YL01,YL15,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL15,MRT_YELLOW,YL23,YL15,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL16,MRT_YELLOW,YL01,YL16,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL16,MRT_YELLOW,YL23,YL16,adult,THB,42.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL16,MRT_YELLOW,YL01,YL16,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL16,MRT_YELLOW,YL23,YL16,senior,THB,21.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL17,MRT_YELLOW,YL01,YL17,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL17,MRT_YELLOW,YL23,YL17,adult,THB,39.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL17,MRT_YELLOW,YL01,YL17,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL17,MRT_YELLOW,YL23,YL17,senior,THB,20.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL18,MRT_YELLOW,YL01,YL18,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL18,MRT_YELLOW,YL23,YL18,adult,THB,36.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL18,MRT_YELLOW,YL01,YL18,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL18,MRT_YELLOW,YL23,YL18,senior,THB,18.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL19,MRT_YELLOW,YL01,YL19,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL19,MRT_YELLOW,YL23,YL19,adult,THB,32.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL19,MRT_YELLOW,YL01,YL19,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL19,MRT_YELLOW,YL23,YL19,senior,THB,16.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL20,MRT_YELLOW,YL01,YL20,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL20,MRT_YELLOW,YL23,YL20,adult,THB,29.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL20,MRT_YELLOW,YL01,YL20,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL20,MRT_YELLOW,YL23,YL20,senior,THB,15.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL21,MRT_YELLOW,YL01,YL21,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL21,MRT_YELLOW,YL23,YL21,adult,THB,24.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL21,MRT_YELLOW,YL01,YL21,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL21,MRT_YELLOW,YL23,YL21,senior,THB,12.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL22,MRT_YELLOW,YL01,YL22,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL22,MRT_YELLOW,YL23,YL22,adult,THB,21.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL22,MRT_YELLOW,YL01,YL22,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL22,MRT_YELLOW,YL23,YL22,senior,THB,11.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL01_YL23,MRT_YELLOW,YL01,YL23,adult,THB,45.0,gemini-code-1781773096961.md
MRT_YELLOW_adult_YL23_YL23,MRT_YELLOW,YL23,YL23,adult,THB,15.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL01_YL23,MRT_YELLOW,YL01,YL23,senior,THB,23.0,gemini-code-1781773096961.md
MRT_YELLOW_senior_YL23_YL23,MRT_YELLOW,YL23,YL23,senior,THB,8.0,gemini-code-1781773096961.md
